@relation excitement
@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute f96 numeric
@attribute f97 numeric
@attribute f98 numeric
@attribute f99 numeric
@attribute f100 numeric
@attribute f101 numeric
@attribute f102 numeric
@attribute f103 numeric
@attribute f104 numeric
@attribute f105 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f108 numeric
@attribute f109 numeric
@attribute f110 numeric
@attribute f111 numeric
@attribute f112 numeric
@attribute f113 numeric
@attribute f114 numeric
@attribute f115 numeric
@attribute f116 numeric
@attribute f117 numeric
@attribute f118 numeric
@attribute f119 numeric
@attribute f120 numeric
@attribute f121 numeric
@attribute f122 numeric
@attribute f123 numeric
@attribute f124 numeric
@attribute f125 numeric
@attribute f126 numeric
@attribute f127 numeric
@attribute f128 numeric
@attribute f129 numeric
@attribute f130 numeric
@attribute f131 numeric
@attribute f132 numeric
@attribute f133 numeric
@attribute f134 numeric
@attribute f135 numeric
@attribute f136 numeric
@attribute f137 numeric
@attribute f138 numeric
@attribute f139 numeric
@attribute f140 numeric
@attribute f141 numeric
@attribute f142 numeric
@attribute f143 numeric
@attribute f144 numeric
@attribute f145 numeric
@attribute f146 numeric
@attribute f147 numeric
@attribute f148 numeric
@attribute f149 numeric
@attribute f150 numeric
@attribute f151 numeric
@attribute f152 numeric
@attribute f153 numeric
@attribute f154 numeric
@attribute f155 numeric
@attribute f156 numeric
@attribute f157 numeric
@attribute f158 numeric
@attribute f159 numeric
@attribute f160 numeric
@attribute f161 numeric
@attribute f162 numeric
@attribute f163 numeric
@attribute f164 numeric
@attribute f165 numeric
@attribute f166 numeric
@attribute f167 numeric
@attribute f168 numeric
@attribute f169 numeric
@attribute f170 numeric
@attribute f171 numeric
@attribute f172 numeric
@attribute f173 numeric
@attribute f174 numeric
@attribute f175 numeric
@attribute f176 numeric
@attribute f177 numeric
@attribute f178 numeric
@attribute f179 numeric
@attribute f180 numeric
@attribute f181 numeric
@attribute f182 numeric
@attribute f183 numeric
@attribute f184 numeric
@attribute f185 numeric
@attribute f186 numeric
@attribute f187 numeric
@attribute f188 numeric
@attribute f189 numeric
@attribute f190 numeric
@attribute f191 numeric
@attribute f192 numeric
@attribute f193 numeric
@attribute f194 numeric
@attribute f195 numeric
@attribute f196 numeric
@attribute f197 numeric
@attribute f198 numeric
@attribute f199 numeric
@attribute f200 numeric
@attribute f201 numeric
@attribute f202 numeric
@attribute f203 numeric
@attribute f204 numeric
@attribute f205 numeric
@attribute f206 numeric
@attribute f207 numeric
@attribute f208 numeric
@attribute f209 numeric
@attribute class {Positive, Negative}
@data
0.9285714285714286,0.5624291338579865,2.0,7.0,6.5,0.23636363636363636,2.875,1.4306903927824497,5.0,4.0,11.5,0.41818181818181815,1.1875,0.34798527267687634,1.5,8.0,9.5,0.34545454545454546,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.0,0.5,1.0,0.5,0.01818181818181818,0.5,0.0,0.5,1.0,0.5,0.01818181818181818,?,?,?,?,?,?,?,?,?,?,?,?,1.4473684210526316,1.0747672556137968,5.0,19.0,27.5,1.0,1.75,1.181453906563152,5.0,12.0,21.0,0.7636363636363637,3.0961538461538463,2.5437700621385293,2.5,0.5714285714285714,1.7692307692307692,1.7692307692307692,1.2788461538461537,0.618718433538229,0.75,1.1428571428571428,1.4615384615384615,1.4615384615384617,?,?,?,?,?,?,?,?,?,?,?,?,0.41304347826086957,0.24322891551686743,0.3,2.0,0.8260869565217391,0.8260869565217392,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.41304347826086957,0.24322891551686743,0.3,2.0,0.8260869565217391,0.8260869565217392,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.41304347826086957,0.24322891551686743,0.3,2.0,0.8260869565217391,0.8260869565217392,2.4210526315789473,4.111353281639953,3.3333333333333335,0.5,1.2105263157894737,1.2105263157894737,?,?,?,?,?,?,?,?,?,?,?,?,0.17391304347826086,0.0,0.1,0.25,0.043478260869565216,0.043478260869565216,0.42105263157894735,0.0,0.3333333333333333,0.125,0.05263157894736842,0.05263157894736842,?,?,?,?,?,?,?,?,?,?,?,?,Negative
1.0,0.5,1.5,6.0,6.0,0.3157894736842105,1.3333333333333333,0.6236095644623235,2.5,6.0,8.0,0.42105263157894735,2.5,2.0,4.5,2.0,5.0,0.2631578947368421,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.3571428571428572,1.0424656799518874,4.5,14.0,19.0,1.0,1.625,1.243734296383275,4.5,8.0,13.0,0.6842105263157895,1.3333333333333333,1.247219128924647,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,2.5,4.0,3.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,?,?,?,?,?,?,?,?,?,?,?,?,1.875,3.2071349029490928,1.8,0.3333333333333333,0.625,0.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.875,3.2071349029490928,1.8,0.3333333333333333,0.625,0.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.875,3.2071349029490928,1.8,0.3333333333333333,0.625,0.625,0.5333333333333333,0.31180478223116176,0.5555555555555556,3.0,1.6,1.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Negative
0.9615384615384616,0.6032456592830047,2.5,13.0,12.5,0.1937984496124031,2.8214285714285716,2.084013494413594,8.5,14.0,39.5,0.6124031007751938,3.3333333333333335,2.0548046676563256,6.0,3.0,10.0,0.15503875968992248,0.8333333333333334,0.23570226039551584,1.0,3.0,2.5,0.03875968992248062,?,?,?,?,?,?,1.5,0.7905694150420949,2.5,4.0,6.0,0.09302325581395349,2.25,0.25,2.5,2.0,4.5,0.06976744186046512,0.75,0.25,1.0,2.0,1.5,0.023255813953488372,?,?,?,?,?,?,1.9545454545454546,1.8355233601100371,8.5,33.0,64.5,1.0,2.6,2.0651876428063383,8.5,20.0,52.0,0.8062015503875969,2.9342857142857146,3.454668031744439,3.4,1.0769230769230769,3.16,3.1599999999999997,3.466666666666667,3.406248575577966,2.4,0.23076923076923078,0.8,0.7999999999999999,0.8666666666666667,0.3907235083558873,0.4,0.23076923076923078,0.2,0.19999999999999998,?,?,?,?,?,?,1.1814345991561181,0.9859843389519474,0.7058823529411765,0.21428571428571427,0.25316455696202533,0.25316455696202533,0.29535864978902954,0.11310016035277086,0.11764705882352941,0.21428571428571427,0.06329113924050633,0.06329113924050633,?,?,?,?,?,?,0.25,0.11470786693528087,0.16666666666666666,1.0,0.25,0.25,?,?,?,?,?,?,?,?,?,?,?,?,1.1814345991561181,0.9859843389519474,0.7058823529411765,0.21428571428571427,0.25316455696202533,0.25316455696202533,0.29535864978902954,0.11310016035277086,0.11764705882352941,0.21428571428571427,0.06329113924050633,0.06329113924050633,?,?,?,?,?,?,0.25,0.11470786693528087,0.16666666666666666,1.0,0.25,0.25,?,?,?,?,?,?,?,?,?,?,?,?,0.7383966244725738,0.9231703162798146,0.7058823529411765,0.42857142857142855,0.31645569620253167,0.31645569620253167,0.7411764705882353,0.9927115562121698,1.4166666666666667,5.666666666666667,4.2,4.2,3.494117647058823,8.858753222125506,8.5,5.666666666666667,19.8,19.8,?,?,?,?,?,?,0.5316455696202531,0.37934947022238336,0.29411764705882354,0.2857142857142857,0.1518987341772152,0.1518987341772152,0.6749999999999999,0.1216660658480719,0.4166666666666667,0.6666666666666666,0.45,0.45,0.8999999999999999,1.0606601717798212,1.0,0.6666666666666666,0.6,0.6,?,?,?,?,?,?,Positive
1.0,0.5,2.0,12.0,12.0,0.2553191489361702,1.5714285714285714,0.7284313590846836,3.0,14.0,22.0,0.46808510638297873,2.0,0.7071067811865476,3.0,5.0,10.0,0.2127659574468085,1.0,0.408248290463863,1.5,3.0,3.0,0.06382978723404255,?,?,?,?,?,?,0.8333333333333334,0.4714045207910317,1.5,3.0,2.5,0.05319148936170213,0.8333333333333334,0.4714045207910317,1.5,3.0,2.5,0.05319148936170213,0.5,0.0,0.5,2.0,1.0,0.02127659574468085,?,?,?,?,?,?,1.3823529411764706,0.728201082537644,3.0,34.0,47.0,1.0,1.5909090909090908,0.7482762560524694,3.0,22.0,35.0,0.7446808510638298,1.5714285714285714,1.4568627181693672,1.5,1.1666666666666667,1.8333333333333333,1.8333333333333335,2.0,1.4142135623730951,1.5,0.4166666666666667,0.8333333333333334,0.8333333333333334,1.0,0.816496580927726,0.75,0.25,0.25,0.25,?,?,?,?,?,?,1.2727272727272727,0.970725343394151,1.0,0.35714285714285715,0.45454545454545453,0.45454545454545453,0.6363636363636364,0.560448538317805,0.5,0.21428571428571427,0.13636363636363635,0.13636363636363635,?,?,?,?,?,?,0.5,0.5773502691896257,0.5,0.6,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,1.2727272727272727,0.970725343394151,1.0,0.35714285714285715,0.45454545454545453,0.45454545454545453,0.6363636363636364,0.560448538317805,0.5,0.21428571428571427,0.13636363636363635,0.13636363636363635,?,?,?,?,?,?,0.5,0.5773502691896257,0.5,0.6,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,1.0340909090909092,1.0716517624676403,1.0,0.5714285714285714,0.5909090909090909,0.5909090909090909,0.7352941176470589,1.0137463493890637,1.0,3.4,2.5,2.5,1.6842105263157894,1.8300356474435486,2.0,6.333333333333333,10.666666666666666,10.666666666666668,?,?,?,?,?,?,0.5303030303030304,0.647150228929434,0.5,0.21428571428571427,0.11363636363636363,0.11363636363636363,0.4166666666666667,0.6666666666666666,0.5,0.6,0.25,0.25,0.5,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.33333333333333337,?,?,?,?,?,?,Positive
1.0,0.6123724356957945,2.0,4.0,4.0,0.21052631578947367,1.6,0.7348469228349535,2.5,5.0,8.0,0.42105263157894735,2.0,0.7071067811865476,3.0,3.0,6.0,0.3157894736842105,1.0,0.0,1.0,1.0,1.0,0.05263157894736842,?,?,?,?,?,?,0.5,0.0,0.5,2.0,1.0,0.05263157894736842,0.5,0.0,0.5,1.0,0.5,0.02631578947368421,0.5,0.0,0.5,1.0,0.5,0.02631578947368421,?,?,?,?,?,?,1.4615384615384615,0.7711514482985931,3.0,13.0,19.0,1.0,1.6666666666666667,0.7453559924999299,3.0,9.0,15.0,0.7894736842105263,1.6,1.2000000000000002,1.25,1.25,2.0,2.0,2.0,1.1547005383792517,1.5,0.75,1.5,1.5,1.0,0.0,0.5,0.25,0.25,0.25,?,?,?,?,?,?,1.25,0.9622504486493763,1.2,0.6,0.75,0.75,0.625,0.0,0.4,0.2,0.125,0.125,?,?,?,?,?,?,0.5,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,?,?,?,?,?,?,?,?,?,?,?,?,1.25,0.9622504486493763,1.2,0.6,0.75,0.75,0.625,0.0,0.4,0.2,0.125,0.125,?,?,?,?,?,?,0.5,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,?,?,?,?,?,?,?,?,?,?,?,?,1.09375,1.0206207261596576,1.2,0.8,0.875,0.875,0.75,1.0,0.8333333333333334,2.0,1.5,1.5,1.75,?,3.0,8.0,14.0,14.0,?,?,?,?,?,?,0.3125,0.0,0.2,0.4,0.125,0.125,0.25,0.0,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.5,?,0.5,1.0,0.5,0.5,?,?,?,?,?,?,Positive
1.0,0.6123724356957945,2.0,4.0,4.0,0.1568627450980392,2.3,1.9131126469708992,5.5,5.0,11.5,0.45098039215686275,2.0,0.9486832980505138,3.5,5.0,10.0,0.39215686274509803,?,?,?,?,?,?,?,?,?,?,?,?,0.75,0.25,1.0,2.0,1.5,0.058823529411764705,0.75,0.25,1.0,2.0,1.5,0.058823529411764705,?,?,?,?,?,?,?,?,?,?,?,?,1.8214285714285714,1.4218592312424558,5.5,14.0,25.5,1.0,2.15,1.5173990905493517,5.5,10.0,21.5,0.8431372549019608,2.3,3.124099870362662,2.75,1.25,2.875,2.875,2.0,1.5491933384829668,1.75,1.25,2.5,2.5,?,?,?,?,?,?,?,?,?,?,?,?,0.8695652173913044,0.49588470368046467,0.6363636363636364,1.0,0.8695652173913043,0.8695652173913043,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.8695652173913044,0.49588470368046467,0.6363636363636364,1.0,0.8695652173913043,0.8695652173913043,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.8695652173913044,0.49588470368046467,0.6363636363636364,1.0,0.8695652173913043,0.8695652173913043,1.15,2.0165977949672236,1.5714285714285714,1.0,1.15,1.1500000000000001,?,?,?,?,?,?,?,?,?,?,?,?,0.32608695652173914,0.13067709337232916,0.18181818181818182,0.4,0.13043478260869565,0.13043478260869565,0.375,0.26352313834736496,0.2857142857142857,0.4,0.15,0.15,?,?,?,?,?,?,?,?,?,?,?,?,Negative
1.95,1.8768324379123458,7.0,10.0,19.5,0.4588235294117647,1.7272727272727273,1.052348809344566,4.0,11.0,19.0,0.4470588235294118,1.1666666666666667,0.23570226039551584,1.5,3.0,3.5,0.08235294117647059,0.5,0.0,0.5,1.0,0.5,0.011764705882352941,?,?,?,?,?,?,0.8333333333333334,0.4714045207910317,1.5,3.0,2.5,0.058823529411764705,1.0,0.5,1.5,2.0,2.0,0.047058823529411764,0.5,0.0,0.5,1.0,0.5,0.011764705882352941,?,?,?,?,?,?,1.7,1.4212670403551897,7.0,25.0,42.5,1.0,1.5333333333333334,0.9741092797468306,4.0,15.0,23.0,0.5411764705882353,0.8857808857808858,0.5607047214695009,0.5714285714285714,1.1,0.9743589743589743,0.9743589743589745,0.5982905982905984,0.12558513782812394,0.21428571428571427,0.3,0.1794871794871795,0.1794871794871795,0.25641025641025644,0.0,0.07142857142857142,0.1,0.02564102564102564,0.02564102564102564,?,?,?,?,?,?,0.6754385964912281,0.2239773146532262,0.375,0.2727272727272727,0.18421052631578946,0.18421052631578946,0.2894736842105263,0.0,0.125,0.09090909090909091,0.02631578947368421,0.02631578947368421,?,?,?,?,?,?,0.42857142857142855,0.0,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,?,?,?,?,?,?,?,?,?,?,?,?,0.6754385964912281,0.2239773146532262,0.375,0.2727272727272727,0.18421052631578946,0.18421052631578946,0.2894736842105263,0.0,0.125,0.09090909090909091,0.02631578947368421,0.02631578947368421,?,?,?,?,?,?,0.42857142857142855,0.0,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,?,?,?,?,?,?,?,?,?,?,?,?,0.5789473684210527,0.33596597197983935,0.375,0.36363636363636365,0.21052631578947367,0.21052631578947367,1.3928571428571428,4.510404638167178,2.6666666666666665,4.0,5.571428571428571,5.571428571428571,3.2142857142857144,?,8.0,14.0,45.0,45.0,?,?,?,?,?,?,0.4824561403508772,0.4479546293064524,0.375,0.2727272727272727,0.13157894736842105,0.13157894736842105,0.8571428571428571,2.1213203435596424,1.0,0.6666666666666666,0.5714285714285714,0.5714285714285714,1.0,?,1.0,1.0,1.0,1.0,?,?,?,?,?,?,Negative
1.8125,1.6381678027601445,4.5,8.0,14.5,0.35802469135802467,2.0714285714285716,1.4249955245185715,5.5,7.0,14.5,0.35802469135802467,2.6666666666666665,1.178511301977579,3.5,3.0,8.0,0.19753086419753085,2.0,0.0,2.0,1.0,2.0,0.04938271604938271,1.5,0.0,1.5,1.0,1.5,0.037037037037037035,0.5,0.0,0.5,1.0,0.5,0.012345679012345678,0.5,0.0,0.5,1.0,0.5,0.012345679012345678,0.5,0.0,0.5,1.0,0.5,0.012345679012345678,0.5,0.0,0.5,1.0,0.5,0.012345679012345678,2.025,1.4446020213193667,5.5,20.0,40.5,1.0,2.1666666666666665,1.2801909579781015,5.5,12.0,26.0,0.6419753086419753,1.142857142857143,0.8698715248325601,1.2222222222222223,0.875,1.0,1.0,1.471264367816092,0.7194081705133677,0.7777777777777778,0.375,0.5517241379310345,0.5517241379310345,1.103448275862069,0.0,0.4444444444444444,0.125,0.13793103448275862,0.13793103448275862,0.8275862068965517,0.0,0.3333333333333333,0.125,0.10344827586206896,0.10344827586206896,1.2873563218390802,0.8270280725097252,0.6363636363636364,0.42857142857142855,0.5517241379310345,0.5517241379310345,0.9655172413793103,0.0,0.36363636363636365,0.14285714285714285,0.13793103448275862,0.13793103448275862,0.7241379310344827,0.0,0.2727272727272727,0.14285714285714285,0.10344827586206896,0.10344827586206896,0.75,0.0,0.5714285714285714,0.3333333333333333,0.25,0.25,0.5625,0.0,0.42857142857142855,0.3333333333333333,0.1875,0.1875,0.75,?,0.75,1.0,0.75,0.75,1.2873563218390802,0.8270280725097252,0.6363636363636364,0.42857142857142855,0.5517241379310345,0.5517241379310345,0.9655172413793103,0.0,0.36363636363636365,0.14285714285714285,0.13793103448275862,0.13793103448275862,0.7241379310344827,0.0,0.2727272727272727,0.14285714285714285,0.10344827586206896,0.10344827586206896,0.75,0.0,0.5714285714285714,0.3333333333333333,0.25,0.25,0.5625,0.0,0.42857142857142855,0.3333333333333333,0.1875,0.1875,0.75,?,0.75,1.0,0.75,0.75,1.1103448275862067,0.7225026299268787,0.6363636363636364,0.7142857142857143,0.7931034482758621,0.7931034482758621,0.75,1.077032961426901,1.5714285714285714,3.0,2.25,2.25,1.0909090909090908,?,2.75,11.0,12.0,12.0,1.4848484848484846,?,3.6666666666666665,11.0,16.333333333333332,16.333333333333336,0.24137931034482757,0.0,0.09090909090909091,0.14285714285714285,0.034482758620689655,0.034482758620689655,0.1875,0.0,0.14285714285714285,0.3333333333333333,0.0625,0.0625,0.25,?,0.25,1.0,0.25,0.25,0.3333333333333333,?,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,Positive
2.5714285714285716,3.31046577893042,10.5,7.0,18.0,0.5901639344262295,1.3125,0.5555121510822243,2.0,8.0,10.5,0.3442622950819672,1.0,0.0,1.0,1.0,1.0,0.03278688524590164,1.0,0.0,1.0,1.0,1.0,0.03278688524590164,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.7941176470588236,2.256095165972365,10.5,17.0,30.5,1.0,1.25,0.51234753829798,2.0,10.0,12.5,0.4098360655737705,0.5104166666666666,0.167804831156329,0.19047619047619047,1.1428571428571428,0.5833333333333334,0.5833333333333334,0.38888888888888884,0.0,0.09523809523809523,0.14285714285714285,0.05555555555555555,0.05555555555555556,0.38888888888888884,0.0,0.09523809523809523,0.14285714285714285,0.05555555555555555,0.05555555555555556,?,?,?,?,?,?,0.7619047619047619,0.0,0.5,0.125,0.09523809523809523,0.09523809523809525,0.7619047619047619,0.0,0.5,0.125,0.09523809523809523,0.09523809523809525,?,?,?,?,?,?,1.0,?,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,0.7619047619047619,0.0,0.5,0.125,0.09523809523809523,0.09523809523809525,0.7619047619047619,0.0,0.5,0.125,0.09523809523809523,0.09523809523809525,?,?,?,?,?,?,1.0,?,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,0.7619047619047619,0.0,0.5,0.25,0.19047619047619047,0.1904761904761905,1.2777777777777777,?,2.0,9.0,11.5,11.499999999999998,1.2777777777777777,?,2.0,9.0,11.5,11.499999999999998,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Negative
0.9166666666666666,0.39965262694272663,1.5,12.0,11.0,0.1896551724137931,1.71875,1.2243461265099833,5.0,16.0,27.5,0.47413793103448276,2.3333333333333335,1.6499158227686108,5.5,6.0,14.0,0.2413793103448276,1.375,0.649519052838329,2.5,4.0,5.5,0.09482758620689655,?,?,?,?,?,?,0.6428571428571429,0.22587697572631282,1.0,7.0,4.5,0.07758620689655173,0.6,0.2,1.0,5.0,3.0,0.05172413793103448,0.75,0.25,1.0,2.0,1.5,0.02586206896551724,?,?,?,?,?,?,1.5263157894736843,1.1806965407460293,5.5,38.0,58.0,1.0,1.8076923076923077,1.308823040551812,5.5,26.0,47.0,0.8103448275862069,1.875,3.0635257820673396,3.3333333333333335,1.3333333333333333,2.5,2.5,2.545454545454546,4.12837477233712,3.6666666666666665,0.5,1.2727272727272727,1.272727272727273,1.5,1.6252090166578843,1.6666666666666667,0.3333333333333333,0.5,0.5,?,?,?,?,?,?,1.3575757575757577,1.3475893679442759,1.1,0.375,0.509090909090909,0.5090909090909091,0.8,0.5305028037208667,0.5,0.25,0.2,0.19999999999999998,?,?,?,?,?,?,0.5892857142857143,0.3936679943758679,0.45454545454545453,0.6666666666666666,0.39285714285714285,0.3928571428571428,?,?,?,?,?,?,?,?,?,?,?,?,1.3575757575757577,1.3475893679442759,1.1,0.375,0.509090909090909,0.5090909090909091,0.8,0.5305028037208667,0.5,0.25,0.2,0.19999999999999998,?,?,?,?,?,?,0.5892857142857143,0.3936679943758679,0.45454545454545453,0.6666666666666666,0.39285714285714285,0.3928571428571428,?,?,?,?,?,?,?,?,?,?,?,?,1.1345454545454545,1.1615557353757782,1.1,0.625,0.7090909090909091,0.7090909090909091,0.7071428571428571,0.6917148167815275,0.9090909090909091,3.3333333333333335,2.357142857142857,2.357142857142857,1.371900826446281,2.1264005809513735,2.2,5.5,7.545454545454546,7.545454545454546,?,?,?,?,?,?,0.37402597402597404,0.18448784280485983,0.2,0.4375,0.16363636363636364,0.16363636363636364,0.2571428571428571,0.1212183053462653,0.18181818181818182,0.8333333333333334,0.21428571428571427,0.21428571428571427,0.5454545454545454,0.3849001794597505,0.4,0.5,0.2727272727272727,0.27272727272727276,?,?,?,?,?,?,Positive
1.5,1.0690449676496976,3.0,7.0,10.5,0.3181818181818182,2.5,1.9493588689617927,6.0,5.0,12.5,0.3787878787878788,1.75,0.82915619758885,3.0,4.0,7.0,0.21212121212121213,1.5,1.0,2.5,2.0,3.0,0.09090909090909091,?,?,?,?,?,?,0.75,0.25,1.0,2.0,1.5,0.045454545454545456,1.0,0.0,1.0,1.0,1.0,0.030303030303030304,0.5,0.0,0.5,1.0,0.5,0.015151515151515152,?,?,?,?,?,?,1.8333333333333333,1.3944333775567928,6.0,18.0,33.0,1.0,2.0454545454545454,1.5293276219327931,6.0,11.0,22.5,0.6818181818181818,1.6666666666666667,1.8234582528810468,2.0,0.7142857142857143,1.1904761904761905,1.1904761904761905,1.1666666666666667,0.7756046028744285,1.0,0.5714285714285714,0.6666666666666666,0.6666666666666667,1.0,0.9354143466934853,0.8333333333333334,0.2857142857142857,0.2857142857142857,0.28571428571428575,?,?,?,?,?,?,0.7,0.4253481546117004,0.5,0.8,0.56,0.56,0.6,0.5129891760425771,0.4166666666666667,0.4,0.24,0.24000000000000002,?,?,?,?,?,?,0.8571428571428571,1.2060453783110545,0.8333333333333334,0.5,0.42857142857142855,0.42857142857142855,?,?,?,?,?,?,?,?,?,?,?,?,0.7,0.4253481546117004,0.5,0.8,0.56,0.56,0.6,0.5129891760425771,0.4166666666666667,0.4,0.24,0.24000000000000002,?,?,?,?,?,?,0.8571428571428571,1.2060453783110545,0.8333333333333334,0.5,0.42857142857142855,0.42857142857142855,?,?,?,?,?,?,?,?,?,?,?,?,0.6666666666666667,0.4604218762109022,0.5,1.2,0.8,0.8,1.2653061224489797,2.1588150394992365,2.0,1.75,2.2142857142857144,2.2142857142857144,1.4444444444444444,1.5986105077709065,2.4,4.5,6.5,6.5,?,?,?,?,?,?,0.3,0.12824729401064427,0.16666666666666666,0.4,0.12,0.12000000000000001,0.5714285714285714,0.0,0.3333333333333333,0.25,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.0,0.2,0.5,0.16666666666666666,0.16666666666666666,?,?,?,?,?,?,Negative
